ISO3,Year,Month,Total,Domestic,International,Total_OS,ADM_name,Date,Name,Type
ALB,2010,1,,,,117.35,Albania,2010-01-01,New Year's Day,Public holiday
ALB,2010,1,,,,117.35,Albania,2010-01-02,New Year's Day (Day 2),Public holiday
ALB,2010,2,,,,86.535,Albania,2010-02-14,Valentine's Day,Observance
ALB,2010,3,,,,103.795,Albania,2010-03-08,Mothers' Day,Observance
ALB,2010,3,,,,103.795,Albania,2010-03-14,Summer Day,Public holiday
ALB,2010,3,,,,103.795,Albania,2010-03-22,Nevruz Day,Public holiday
ALB,2010,4,,,,102.038,Albania,2010-04-02,Good Friday,Observance
ALB,2010,4,,,,102.038,Albania,2010-04-02,Good Friday (Orthodox),Observance
ALB,2010,4,,,,102.038,Albania,2010-04-03,Easter Saturday (Orthodox),Observance
ALB,2010,4,,,,102.038,Albania,2010-04-03,Holy Saturday,Observance
ALB,2010,4,,,,102.038,Albania,2010-04-05,Easter Monday,Observance
ALB,2010,4,,,,102.038,Albania,2010-04-05,Easter Monday (Orthodox),Observance
ALB,2010,4,,,,102.038,Albania,2010-04-04,Easter Sunday,Public holiday
ALB,2010,4,,,,102.038,Albania,2010-04-04,Easter Sunday (Orthodox),Public holiday
ALB,2010,5,,,,109.037,Albania,2010-05-01,International Worker?s Day,Public holiday
ALB,2010,6,,,,126.159,Albania,2010-06-20,Fathers' Day,Observance
ALB,2010,7,,,,181.095,,,,
ALB,2010,8,,,,226.824,,,,
ALB,2010,9,,,,148.392,Albania,2010-09-05,Mother Teresa Beatification Day,Public holiday
ALB,2010,9,,,,148.392,Albania,2010-09-10,Eid al-Fitr,Public holiday
ALB,2010,10,,,,110.346,Albania,2010-10-31,Halloween,Observance
ALB,2010,11,,,,93.342,Albania,2010-11-17,Feast of the Sacrifice,Public holiday
ALB,2010,11,,,,93.342,Albania,2010-11-28,Flag and Independence Day,Public holiday
ALB,2010,11,,,,93.342,Albania,2010-11-29,Liberation Day,Public holiday
ALB,2010,12,,,,131.909,Albania,2010-12-24,Christmas Eve,Observance
ALB,2010,12,,,,131.909,Albania,2010-12-31,New Year's Eve,Observance
ALB,2010,12,,,,131.909,Albania,2010-12-08,National Youth Day,Public holiday
ALB,2010,12,,,,131.909,Albania,2010-12-25,Christmas Day,Public holiday
ALB,2011,1,,,,135.743,Albania,2011-01-01,New Year's Day,Public holiday
ALB,2011,1,,,,135.743,Albania,2011-01-02,New Year's Day (Day 2),Public holiday
ALB,2011,2,,,,101.417,Albania,2011-02-14,Valentine's Day,Observance
ALB,2011,3,,,,128.551,Albania,2011-03-08,Mothers' Day,Observance
ALB,2011,3,,,,128.551,Albania,2011-03-14,Summer Day,Public holiday
ALB,2011,3,,,,128.551,Albania,2011-03-22,Nevruz Day,Public holiday
ALB,2011,4,,,,141.269,Albania,2011-04-22,Good Friday,Observance
ALB,2011,4,,,,141.269,Albania,2011-04-22,Good Friday (Orthodox),Observance
ALB,2011,4,,,,141.269,Albania,2011-04-23,Easter Saturday (Orthodox),Observance
ALB,2011,4,,,,141.269,Albania,2011-04-23,Holy Saturday,Observance
ALB,2011,4,,,,141.269,Albania,2011-04-25,Easter Monday,Observance
ALB,2011,4,,,,141.269,Albania,2011-04-25,Easter Monday (Orthodox),Observance
ALB,2011,4,,,,141.269,Albania,2011-04-24,Easter Sunday,Public holiday
ALB,2011,4,,,,141.269,Albania,2011-04-24,Easter Sunday (Orthodox),Public holiday
ALB,2011,5,,,,136.785,Albania,2011-05-01,International Worker?s Day,Public holiday
ALB,2011,6,,,,150.219,Albania,2011-06-19,Fathers' Day,Observance
ALB,2011,7,,,,199.495,,,,
ALB,2011,8,,,,234.296,Albania,2011-08-31,Eid al-Fitr,Public holiday
ALB,2011,9,,,,174.046,Albania,2011-09-05,Mother Teresa Beatification Day,Public holiday
ALB,2011,10,,,,142.567,Albania,2011-10-31,Halloween,Observance
ALB,2011,11,,,,124.214,Albania,2011-11-07,Feast of the Sacrifice,Public holiday
ALB,2011,11,,,,124.214,Albania,2011-11-28,Flag and Independence Day,Public holiday
ALB,2011,11,,,,124.214,Albania,2011-11-29,Liberation Day,Public holiday
ALB,2011,12,,,,148.471,Albania,2011-12-24,Christmas Eve,Observance
ALB,2011,12,,,,148.471,Albania,2011-12-31,New Year's Eve,Observance
ALB,2011,12,,,,148.471,Albania,2011-12-08,National Youth Day,Public holiday
ALB,2011,12,,,,148.471,Albania,2011-12-25,Christmas Day,Public holiday
ALB,2012,1,,,,144.599,Albania,2012-01-01,New Year's Day,Public holiday
ALB,2012,1,,,,144.599,Albania,2012-01-02,New Year's Day (Day 2),Public holiday
ALB,2012,2,,,,97.871,Albania,2012-02-14,Valentine's Day,Observance
ALB,2012,3,,,,118.722,Albania,2012-03-08,Mothers' Day,Observance
ALB,2012,3,,,,118.722,Albania,2012-03-14,Summer Day,Public holiday
ALB,2012,3,,,,118.722,Albania,2012-03-22,Nevruz Day,Public holiday
ALB,2012,4,,,,127.083,Albania,2012-04-06,Good Friday,Observance
ALB,2012,4,,,,127.083,Albania,2012-04-07,Holy Saturday,Observance
ALB,2012,4,,,,127.083,Albania,2012-04-09,Easter Monday,Observance
ALB,2012,4,,,,127.083,Albania,2012-04-13,Good Friday (Orthodox),Observance
ALB,2012,4,,,,127.083,Albania,2012-04-14,Easter Saturday (Orthodox),Observance
ALB,2012,4,,,,127.083,Albania,2012-04-16,Easter Monday (Orthodox),Observance
ALB,2012,4,,,,127.083,Albania,2012-04-08,Easter Sunday,Public holiday
ALB,2012,4,,,,127.083,Albania,2012-04-15,Easter Sunday (Orthodox),Public holiday
ALB,2012,5,,,,122.242,Albania,2012-05-01,International Worker?s Day,Public holiday
ALB,2012,6,,,,137.492,Albania,2012-06-17,Fathers' Day,Observance
ALB,2012,7,,,,174.767,,,,
ALB,2012,8,,,,200.973,Albania,2012-08-19,Eid al-Fitr,Public holiday
ALB,2012,9,,,,153.348,Albania,2012-09-05,Mother Teresa Beatification Day,Public holiday
ALB,2012,10,,,,130.603,Albania,2012-10-31,Halloween,Observance
ALB,2012,10,,,,130.603,Albania,2012-10-26,Feast of the Sacrifice,Public holiday
ALB,2012,11,,,,121.274,Albania,2012-11-28,Flag and Independence Day,Public holiday
ALB,2012,11,,,,121.274,Albania,2012-11-29,Liberation Day,Public holiday
ALB,2012,12,,,,136.357,Albania,2012-12-24,Christmas Eve,Observance
ALB,2012,12,,,,136.357,Albania,2012-12-31,New Year's Eve,Observance
ALB,2012,12,,,,136.357,Albania,2012-12-08,National Youth Day,Public holiday
ALB,2012,12,,,,136.357,Albania,2012-12-10,National Youth Day observed,Public holiday
ALB,2012,12,,,,136.357,Albania,2012-12-25,Christmas Day,Public holiday
ALB,2013,1,,,,126.844,Albania,2013-01-01,New Year's Day,Public holiday
ALB,2013,1,,,,126.844,Albania,2013-01-02,New Year's Day (Day 2),Public holiday
ALB,2013,2,,,,101.829,Albania,2013-02-14,Valentine's Day,Observance
ALB,2013,3,,,,128.941,Albania,2013-03-08,Mothers' Day,Observance
ALB,2013,3,,,,128.941,Albania,2013-03-29,Good Friday,Observance
ALB,2013,3,,,,128.941,Albania,2013-03-30,Holy Saturday,Observance
ALB,2013,3,,,,128.941,Albania,2013-03-14,Summer Day,Public holiday
ALB,2013,3,,,,128.941,Albania,2013-03-22,Nevruz Day,Public holiday
ALB,2013,3,,,,128.941,Albania,2013-03-31,Easter Sunday,Public holiday
ALB,2013,4,,,,125.627,Albania,2013-04-01,Easter Monday,Observance
ALB,2013,5,,,,133.094,Albania,2013-05-03,Good Friday (Orthodox),Observance
ALB,2013,5,,,,133.094,Albania,2013-05-04,Easter Saturday (Orthodox),Observance
ALB,2013,5,,,,133.094,Albania,2013-05-06,Easter Monday (Orthodox),Observance
ALB,2013,5,,,,133.094,Albania,2013-05-05,Easter Sunday (Orthodox),Public holiday
ALB,2013,5,,,,133.094,Albania,2013-05-01,International Worker?s Day,Public holiday
ALB,2013,6,,,,150.111,Albania,2013-06-16,Fathers' Day,Observance
ALB,2013,7,,,,190.259,,,,
ALB,2013,8,,,,216.834,Albania,2013-08-08,Eid al-Fitr,Public holiday
ALB,2013,9,,,,172.452,Albania,2013-09-05,Mother Teresa Beatification Day,Public holiday
ALB,2013,10,,,,147.855,Albania,2013-10-31,Halloween,Observance
ALB,2013,10,,,,147.855,Albania,2013-10-15,Feast of the Sacrifice,Public holiday
ALB,2013,11,,,,120.15,Albania,2013-11-28,Flag and Independence Day,Public holiday
ALB,2013,11,,,,120.15,Albania,2013-11-29,Liberation Day,Public holiday
ALB,2013,12,,,,143.346,Albania,2013-12-24,Christmas Eve,Observance
ALB,2013,12,,,,143.346,Albania,2013-12-31,New Year's Eve,Observance
ALB,2013,12,,,,143.346,Albania,2013-12-08,National Youth Day,Public holiday
ALB,2013,12,,,,143.346,Albania,2013-12-09,National Youth Day observed,Public holiday
ALB,2013,12,,,,143.346,Albania,2013-12-25,Christmas Day,Public holiday
ALB,2014,1,,,,143.816,Albania,2014-01-01,New Year's Day,Public holiday
ALB,2014,1,,,,143.816,Albania,2014-01-02,New Year's Day (Day 2),Public holiday
ALB,2014,2,,,,109.584,Albania,2014-02-14,Valentine's Day,Observance
ALB,2014,3,,,,132.521,Albania,2014-03-08,Mothers' Day,Observance
ALB,2014,3,,,,132.521,Albania,2014-03-14,Summer Day,Public holiday
ALB,2014,3,,,,132.521,Albania,2014-03-22,Nevruz Day,Public holiday
ALB,2014,4,,,,137.687,Albania,2014-04-18,Good Friday,Observance
ALB,2014,4,,,,137.687,Albania,2014-04-18,Good Friday (Orthodox),Observance
ALB,2014,4,,,,137.687,Albania,2014-04-19,Easter Saturday (Orthodox),Observance
ALB,2014,4,,,,137.687,Albania,2014-04-19,Holy Saturday,Observance
ALB,2014,4,,,,137.687,Albania,2014-04-21,Easter Monday,Observance
ALB,2014,4,,,,137.687,Albania,2014-04-21,Easter Monday (Orthodox),Observance
ALB,2014,4,,,,137.687,Albania,2014-04-20,Easter Sunday,Public holiday
ALB,2014,4,,,,137.687,Albania,2014-04-20,Easter Sunday (Orthodox),Public holiday
ALB,2014,5,,,,141.343,Albania,2014-05-01,International Worker?s Day,Public holiday
ALB,2014,6,,,,153.692,Albania,2014-06-15,Fathers' Day,Observance
ALB,2014,7,,,,186.278,Albania,2014-07-28,Eid al-Fitr,Public holiday
ALB,2014,8,,,,212.567,,,,
ALB,2014,9,,,,173.358,Albania,2014-09-05,Mother Teresa Beatification Day,Public holiday
ALB,2014,10,,,,150.81,Albania,2014-10-31,Halloween,Observance
ALB,2014,10,,,,150.81,Albania,2014-10-04,Feast of the Sacrifice,Public holiday
ALB,2014,11,,,,127.68,Albania,2014-11-28,Flag and Independence Day,Public holiday
ALB,2014,11,,,,127.68,Albania,2014-11-29,Liberation Day,Public holiday
ALB,2014,12,,,,140.969,Albania,2014-12-24,Christmas Eve,Observance
ALB,2014,12,,,,140.969,Albania,2014-12-31,New Year's Eve,Observance
ALB,2014,12,,,,140.969,Albania,2014-12-08,National Youth Day,Public holiday
ALB,2014,12,,,,140.969,Albania,2014-12-25,Christmas Day,Public holiday
ALB,2015,1,,,,135.863,Albania,2015-01-01,New Year's Day,Public holiday
ALB,2015,1,,,,135.863,Albania,2015-01-02,New Year's Day (Day 2),Public holiday
ALB,2015,2,,,,111.018,Albania,2015-02-14,Valentine's Day,Observance
ALB,2015,3,,,,138.878,Albania,2015-03-08,Mothers' Day,Observance
ALB,2015,3,,,,138.878,Albania,2015-03-14,Summer Day,Public holiday
ALB,2015,3,,,,138.878,Albania,2015-03-22,Nevruz Day,Public holiday
ALB,2015,4,,,,150.029,Albania,2015-04-03,Good Friday,Observance
ALB,2015,4,,,,150.029,Albania,2015-04-04,Holy Saturday,Observance
ALB,2015,4,,,,150.029,Albania,2015-04-06,Easter Monday,Observance
ALB,2015,4,,,,150.029,Albania,2015-04-10,Good Friday (Orthodox),Observance
ALB,2015,4,,,,150.029,Albania,2015-04-11,Easter Saturday (Orthodox),Observance
ALB,2015,4,,,,150.029,Albania,2015-04-13,Easter Monday (Orthodox),Observance
ALB,2015,4,,,,150.029,Albania,2015-04-05,Easter Sunday,Public holiday
ALB,2015,4,,,,150.029,Albania,2015-04-12,Easter Sunday (Orthodox),Public holiday
ALB,2015,5,,,,157.779,Albania,2015-05-01,International Worker?s Day,Public holiday
ALB,2015,6,,,,173.449,Albania,2015-06-21,Fathers' Day,Observance
ALB,2015,7,,,,213.546,Albania,2015-07-18,Eid al-Fitr,Public holiday
ALB,2015,8,,,,237.808,,,,
ALB,2015,9,,,,193.7,Albania,2015-09-05,Mother Teresa Beatification Day,Public holiday
ALB,2015,9,,,,193.7,Albania,2015-09-24,Feast of the Sacrifice,Public holiday
ALB,2015,10,,,,167.372,Albania,2015-10-31,Halloween,Observance
ALB,2015,11,,,,140.165,Albania,2015-11-28,Flag and Independence Day,Public holiday
ALB,2015,11,,,,140.165,Albania,2015-11-29,Liberation Day,Public holiday
ALB,2015,12,,,,157.437,Albania,2015-12-24,Christmas Eve,Observance
ALB,2015,12,,,,157.437,Albania,2015-12-31,New Year's Eve,Observance
ALB,2015,12,,,,157.437,Albania,2015-12-08,National Youth Day,Public holiday
ALB,2015,12,,,,157.437,Albania,2015-12-25,Christmas Day,Public holiday
ALB,2016,1,,,,149.063,Albania,2016-01-01,New Year's Day,Public holiday
ALB,2016,1,,,,149.063,Albania,2016-01-02,New Year's Day (Day 2),Public holiday
ALB,2016,2,,,,127.095,Albania,2016-02-14,Valentine's Day,Observance
ALB,2016,3,,,,147.463,Albania,2016-03-08,Mothers' Day,Observance
ALB,2016,3,,,,147.463,Albania,2016-03-25,Good Friday,Observance
ALB,2016,3,,,,147.463,Albania,2016-03-26,Holy Saturday,Observance
ALB,2016,3,,,,147.463,Albania,2016-03-28,Easter Monday,Observance
ALB,2016,3,,,,147.463,Albania,2016-03-14,Summer Day,Public holiday
ALB,2016,3,,,,147.463,Albania,2016-03-22,Nevruz Day,Public holiday
ALB,2016,3,,,,147.463,Albania,2016-03-27,Easter Sunday,Public holiday
ALB,2016,4,,,,148.33,Albania,2016-04-29,Good Friday (Orthodox),Observance
ALB,2016,4,,,,148.33,Albania,2016-04-30,Easter Saturday (Orthodox),Observance
ALB,2016,5,,,,162.017,Albania,2016-05-02,Easter Monday (Orthodox),Observance
ALB,2016,5,,,,162.017,Albania,2016-05-01,Easter Sunday (Orthodox),Public holiday
ALB,2016,5,,,,162.017,Albania,2016-05-01,International Worker?s Day,Public holiday
ALB,2016,6,,,,181.574,Albania,2016-06-19,Fathers' Day,Observance
ALB,2016,7,,,,223.442,Albania,2016-07-07,Eid al-Fitr,Public holiday
ALB,2016,8,,,,258.959,,,,
ALB,2016,9,,,,214.726,Albania,2016-09-05,Mother Teresa Beatification Day,Public holiday
ALB,2016,9,,,,214.726,Albania,2016-09-13,Feast of the Sacrifice,Public holiday
ALB,2016,10,,,,200.303,Albania,2016-10-31,Halloween,Observance
ALB,2016,11,,,,175.763,Albania,2016-11-28,Flag and Independence Day,Public holiday
ALB,2016,11,,,,175.763,Albania,2016-11-29,Liberation Day,Public holiday
ALB,2016,12,,,,206.365,Albania,2016-12-24,Christmas Eve,Observance
ALB,2016,12,,,,206.365,Albania,2016-12-31,New Year's Eve,Observance
ALB,2016,12,,,,206.365,Albania,2016-12-08,National Youth Day,Public holiday
ALB,2016,12,,,,206.365,Albania,2016-12-25,Christmas Day,Public holiday
ALB,2017,1,,,,191.759,Albania,2017-01-01,New Year's Day,Public holiday
ALB,2017,1,,,,191.759,Albania,2017-01-02,New Year's Day (Day 2),Public holiday
ALB,2017,2,,,,140.368,Albania,2017-02-14,Valentine's Day,Observance
ALB,2017,3,,,,175.914,Albania,2017-03-08,Mothers' Day,Observance
ALB,2017,3,,,,175.914,Albania,2017-03-14,Summer Day,Public holiday
ALB,2017,3,,,,175.914,Albania,2017-03-22,Nevruz Day,Public holiday
ALB,2017,4,,,,189.763,Albania,2017-04-14,Good Friday,Observance
ALB,2017,4,,,,189.763,Albania,2017-04-14,Good Friday (Orthodox),Observance
ALB,2017,4,,,,189.763,Albania,2017-04-15,Easter Saturday (Orthodox),Observance
ALB,2017,4,,,,189.763,Albania,2017-04-15,Holy Saturday,Observance
ALB,2017,4,,,,189.763,Albania,2017-04-17,Easter Monday,Observance
ALB,2017,4,,,,189.763,Albania,2017-04-17,Easter Monday (Orthodox),Observance
ALB,2017,4,,,,189.763,Albania,2017-04-16,Easter Sunday,Public holiday
ALB,2017,4,,,,189.763,Albania,2017-04-16,Easter Sunday (Orthodox),Public holiday
ALB,2017,5,,,,192.938,Albania,2017-05-01,International Worker?s Day,Public holiday
ALB,2017,6,,,,229.584,Albania,2017-06-18,Fathers' Day,Observance
ALB,2017,6,,,,229.584,Albania,2017-06-26,Eid al-Fitr,Public holiday
ALB,2017,7,,,,293.064,,,,
ALB,2017,8,,,,328.317,,,,
ALB,2017,9,,,,267.104,Albania,2017-09-02,Feast of the Sacrifice,Public holiday
ALB,2017,9,,,,267.104,Albania,2017-09-05,Mother Teresa Beatification Day,Public holiday
ALB,2017,10,,,,216.022,Albania,2017-10-31,Halloween,Observance
ALB,2017,11,,,,186.164,Albania,2017-11-28,Flag and Independence Day,Public holiday
ALB,2017,11,,,,186.164,Albania,2017-11-29,Liberation Day,Public holiday
ALB,2017,12,,,,219.341,Albania,2017-12-24,Christmas Eve,Observance
ALB,2017,12,,,,219.341,Albania,2017-12-31,New Year's Eve,Observance
ALB,2017,12,,,,219.341,Albania,2017-12-08,National Youth Day,Public holiday
ALB,2017,12,,,,219.341,Albania,2017-12-25,Christmas Day,Public holiday
ARE,2014,1,,,,8769.155,United-arab-emirates,2014-01-13,Mouloud (The Prophet's Birthday),Public holiday
ARE,2014,2,,,,7778.523,,,,
ARE,2014,3,,,,8629.734,,,,
ARE,2014,4,,,,8541.271,,,,
ARE,2014,5,,,,7647.589,United-arab-emirates,2014-05-26,Leilat al-Meiraj (The Prophet's Ascension),Public holiday
ARE,2014,6,,,,7648.147,,,,
ARE,2014,7,,,,7653.026,United-arab-emirates,2014-07-28,Eid al-Fitr,Public holiday
ARE,2014,7,,,,7653.026,United-arab-emirates,2014-07-29,Eid al-Fitr Holiday 1,Public holiday
ARE,2014,8,,,,9409.965,,,,
ARE,2014,9,,,,8411.89,United-arab-emirates,2014-09-26,Hajj season begins,Observance
ARE,2014,10,,,,8440.697,United-arab-emirates,2014-10-03,Arafat (Hajj) Day,Public holiday
ARE,2014,10,,,,8440.697,United-arab-emirates,2014-10-04,Eid al-Adha (Feast of Sacrifice),Public holiday
ARE,2014,10,,,,8440.697,United-arab-emirates,2014-10-05,Eid al-Adha Holiday 1,Public holiday
ARE,2014,10,,,,8440.697,United-arab-emirates,2014-10-06,Eid al-Adha Holiday 2,Public holiday
ARE,2014,10,,,,8440.697,United-arab-emirates,2014-10-25,Al-Hijra (Islamic New Year),Public holiday
ARE,2014,11,,,,7797.602,,,,
ARE,2014,12,,,,9129.764,United-arab-emirates,2014-12-03,National Day Holiday (Public Sector),Observance
ARE,2014,12,,,,9129.764,United-arab-emirates,2014-12-04,National Day Holiday (Public Sector),Observance
ARE,2014,12,,,,9129.764,United-arab-emirates,2014-12-05,National Day Holiday (Public Sector),Observance
ARE,2014,12,,,,9129.764,United-arab-emirates,2014-12-06,National Day Holiday (Public Sector),Observance
ARE,2014,12,,,,9129.764,United-arab-emirates,2014-12-31,New Year's Eve,Observance
ARE,2014,12,,,,9129.764,United-arab-emirates,2014-12-02,National Day,Public holiday
ARE,2015,1,,,,9619.214,United-arab-emirates,2015-01-03,Mouloud (The Prophet's Birthday),Public holiday
ARE,2015,2,,,,8420.037,,,,
ARE,2015,3,,,,9481.487,,,,
ARE,2015,4,,,,9190.248,,,,
ARE,2015,5,,,,8955.788,United-arab-emirates,2015-05-16,Leilat al-Meiraj (The Prophet's Ascension),Public holiday
ARE,2015,6,,,,8538.044,,,,
ARE,2015,7,,,,9620.921,United-arab-emirates,2015-07-16,Eid al-Fitr Holiday 1,Public holiday
ARE,2015,7,,,,9620.921,United-arab-emirates,2015-07-17,Eid al-Fitr,Public holiday
ARE,2015,7,,,,9620.921,United-arab-emirates,2015-07-18,Eid al-Fitr Holiday 2,Public holiday
ARE,2015,7,,,,9620.921,United-arab-emirates,2015-07-19,Eid al-Fitr Holiday 3,Public holiday
ARE,2015,7,,,,9620.921,United-arab-emirates,2015-07-20,Eid al-Fitr Holiday 4,Public holiday
ARE,2015,7,,,,9620.921,United-arab-emirates,2015-07-21,Eid al-Fitr Holiday 5,Public holiday
ARE,2015,8,,,,10465.962,,,,
ARE,2015,9,,,,9324.008,United-arab-emirates,2015-09-15,Hajj season begins,Observance
ARE,2015,9,,,,9324.008,United-arab-emirates,2015-09-22,Arafat (Hajj) Day,Public holiday
ARE,2015,9,,,,9324.008,United-arab-emirates,2015-09-23,Eid al-Adha (Feast of Sacrifice),Public holiday
ARE,2015,9,,,,9324.008,United-arab-emirates,2015-09-24,Eid al-Adha Holiday 1,Public holiday
ARE,2015,9,,,,9324.008,United-arab-emirates,2015-09-25,Eid al-Adha Holiday 2,Public holiday
ARE,2015,10,,,,9031.53,United-arab-emirates,2015-10-15,Al-Hijra (Islamic New Year),Public holiday
ARE,2015,10,,,,9031.53,United-arab-emirates,2015-10-16,Al-Hijra Public Sector Holiday (Islamic New Year),Public holiday
ARE,2015,10,,,,9031.53,United-arab-emirates,2015-10-17,Al-Hijra Public Sector Holiday (Islamic New Year),Public holiday
ARE,2015,11,,,,8613.162,United-arab-emirates,2015-11-30,Commemoration Day,Public holiday
ARE,2015,12,,,,10081.008,United-arab-emirates,2015-12-01,National Day Holiday (Public Sector),Observance
ARE,2015,12,,,,10081.008,United-arab-emirates,2015-12-04,National Day Holiday (Public Sector),Observance
ARE,2015,12,,,,10081.008,United-arab-emirates,2015-12-05,National Day Holiday (Public Sector),Observance
ARE,2015,12,,,,10081.008,United-arab-emirates,2015-12-31,New Year's Eve,Observance
ARE,2015,12,,,,10081.008,United-arab-emirates,2015-12-02,National Day,Public holiday
ARE,2015,12,,,,10081.008,United-arab-emirates,2015-12-03,National Day Holiday,Public holiday
ARE,2015,12,,,,10081.008,United-arab-emirates,2015-12-24,Mouloud (The Prophet's Birthday),Public holiday
ARE,2016,1,,,,10411.417,,,,
ARE,2016,2,,,,9078.376,,,,
ARE,2016,3,,,,10190.089,,,,
ARE,2016,4,,,,9854.315,,,,
ARE,2016,5,,,,9628.362,United-arab-emirates,2016-05-05,Leilat al-Meiraj (The Prophet's Ascension),Public holiday
ARE,2016,6,,,,8540.116,United-arab-emirates,2016-06-06,Ramadan Start,Observance
ARE,2016,7,,,,10843.967,United-arab-emirates,2016-07-06,Eid al-Fitr,Public holiday
ARE,2016,7,,,,10843.967,United-arab-emirates,2016-07-09,Eid al-Fitr Holiday 2,Public holiday
ARE,2016,8,,,,11075.807,,,,
ARE,2016,9,,,,10195.658,United-arab-emirates,2016-09-04,Hajj season begins,Observance
ARE,2016,9,,,,10195.658,United-arab-emirates,2016-09-10,Arafat (Hajj) Day,Public holiday
ARE,2016,9,,,,10195.658,United-arab-emirates,2016-09-11,Eid al-Adha (Feast of Sacrifice),Public holiday
ARE,2016,9,,,,10195.658,United-arab-emirates,2016-09-12,Eid al-Adha Holiday 1,Public holiday
ARE,2016,9,,,,10195.658,United-arab-emirates,2016-09-13,Eid al-Adha Holiday 2,Public holiday
ARE,2016,9,,,,10195.658,United-arab-emirates,2016-09-14,Eid al-Adha public sector,Public holiday
ARE,2016,9,,,,10195.658,United-arab-emirates,2016-09-15,Eid al-Adha public sector,Public holiday
ARE,2016,10,,,,9197.659,United-arab-emirates,2016-10-02,Al-Hijra (Islamic New Year),Public holiday
ARE,2016,11,,,,9324.073,,,,
ARE,2016,12,,,,10843.978,United-arab-emirates,2016-12-31,New Year's Eve,Observance
ARE,2016,12,,,,10843.978,United-arab-emirates,2016-12-01,Commemoration Day,Public holiday
ARE,2016,12,,,,10843.978,United-arab-emirates,2016-12-02,National Day,Public holiday
ARE,2016,12,,,,10843.978,United-arab-emirates,2016-12-11,Mouloud (The Prophet's Birthday),Public holiday
ARE,2017,1,,,,11216.156,,,,
ARE,2017,2,,,,9686.152,,,,
ARE,2017,3,,,,10488.111,,,,
ARE,2017,4,,,,10660.273,United-arab-emirates,2017-04-23,Leilat al-Meiraj (The Prophet's Ascension),Public holiday
ARE,2017,5,,,,9741.994,United-arab-emirates,2017-05-25,Ramadan Start,Observance
ARE,2017,6,,,,8683.602,United-arab-emirates,2017-06-25,Eid al-Fitr,Public holiday
ARE,2017,6,,,,8683.602,United-arab-emirates,2017-06-27,Eid al-Fitr Holiday 1,Public holiday
ARE,2017,6,,,,8683.602,United-arab-emirates,2017-06-28,Eid al-Fitr Holiday 2,Public holiday
ARE,2017,7,,,,11242.519,,,,
ARE,2017,8,,,,11502.817,United-arab-emirates,2017-08-24,Hajj season begins,Observance
ARE,2017,8,,,,11502.817,United-arab-emirates,2017-08-31,Arafat (Hajj) Day,Public holiday
ARE,2017,9,,,,10055.124,United-arab-emirates,2017-09-01,Eid al-Adha (Feast of Sacrifice),Public holiday
ARE,2017,9,,,,10055.124,United-arab-emirates,2017-09-02,Eid al-Adha Holiday 1,Public holiday
ARE,2017,9,,,,10055.124,United-arab-emirates,2017-09-03,Eid al-Adha Holiday 2,Public holiday
ARE,2017,9,,,,10055.124,United-arab-emirates,2017-09-21,Al-Hijra (Islamic New Year),Public holiday
ARE,2017,10,,,,9438.491,,,,
ARE,2017,11,,,,7857.422,United-arab-emirates,2017-11-30,Commemoration Day,Public holiday
ARE,2017,11,,,,7857.422,United-arab-emirates,2017-11-30,Mouloud (The Prophet's Birthday),Public holiday
ARE,2017,12,,,,8835.494,United-arab-emirates,2017-12-31,New Year's Eve,Observance
ARE,2017,12,,,,8835.494,United-arab-emirates,2017-12-02,National Day,Public holiday
ARG,2017,1,,,,3386.517,Argentina,2017-01-01,New Year's Day,Public holiday
ARG,2017,2,,,,3065.808,Argentina,2017-02-27,Carnival / Shrove Monday,Public holiday
ARG,2017,2,,,,3065.808,Argentina,2017-02-28,Carnival / Shrove Tuesday,Public holiday
ARG,2017,3,,,,3129.119,Argentina,2017-03-24,Memorial Day,Public holiday
ARG,2017,4,,,,2797.697,Argentina,2017-04-10,Passover Eve,Observance
ARG,2017,4,,,,2797.697,Argentina,2017-04-11,First day of Passover,Observance
ARG,2017,4,,,,2797.697,Argentina,2017-04-12,Second Day of Passover,Observance
ARG,2017,4,,,,2797.697,Argentina,2017-04-16,Sixth Day of Passover,Observance
ARG,2017,4,,,,2797.697,Argentina,2017-04-17,Seventh Day of Passover,Observance
ARG,2017,4,,,,2797.697,Argentina,2017-04-18,Last day of Passover,Observance
ARG,2017,4,,,,2797.697,Argentina,2017-04-24,Action Day for Tolerance and Respect between People,Observance
ARG,2017,4,,,,2797.697,Argentina,2017-04-02,Day of the Veterans,Public holiday
ARG,2017,4,,,,2797.697,Argentina,2017-04-13,Maundy Thursday,Public holiday
ARG,2017,4,,,,2797.697,Argentina,2017-04-14,Good Friday,Public holiday
ARG,2017,5,,,,2768.468,Argentina,2017-05-01,Labor Day / May Day,Public holiday
ARG,2017,5,,,,2768.468,Argentina,2017-05-25,National Day/May 1810 Revolution,Public holiday
ARG,2017,6,,,,2573.685,Argentina,2017-06-17,Commemoration of General Don Mart?n Miguel de G?emes,Public holiday
ARG,2017,6,,,,2573.685,Argentina,2017-06-20,Flag Day,Public holiday
ARM,2011,1,,,,108.9950397,Armenia,2011-01-01,New Year's Day,Public holiday
ARM,2011,1,,,,108.9950397,Armenia,2011-01-02,New Year's Day (Day 2),Public holiday
